Date,bitcoin,ethereum,ripple,litecoin,stellar,monero
"Feb 05, 2015",217.11,,0.014466,1.74,0.004001,0.272273
"Feb 04, 2015",226.85,,0.013498,1.79,0.0037649999999999997,0.289486
"Feb 03, 2015",227.27,,0.013025,1.82,0.00375,0.288734
"Feb 02, 2015",238.23,,0.013669999999999998,1.88,0.00418,0.301242
"Feb 01, 2015",226.97,,0.014138999999999999,1.8,0.004142,0.299954
"Jan 31, 2015",217.46,,0.014297999999999998,1.87,0.004334,0.28436300000000003
"Jan 30, 2015",226.43,,0.014443000000000001,1.9,0.004462,0.294018
"Jan 29, 2015",233.51,,0.014706,1.92,0.004556,0.309911
"Jan 28, 2015",233.91,,0.014969999999999999,1.87,0.004895,0.290979
"Jan 27, 2015",263.48,,0.015841,2.09,0.004816,0.320371
"Jan 26, 2015",273.47,,0.016019,2.08,0.0047090000000000005,0.317078
"Jan 25, 2015",253.72,,0.016578,2.25,0.00479,0.310227
"Jan 24, 2015",247.85,,0.016736,1.84,0.005038,0.298369
"Jan 23, 2015",232.88,,0.016734,1.43,0.004881,0.283141
"Jan 22, 2015",233.41,,0.01701,1.42,0.004914,0.273442
"Jan 21, 2015",226.9,,0.016653,1.37,0.005054,0.261268
"Jan 20, 2015",211.31,,0.016112,1.32,0.004743,0.236223
"Jan 19, 2015",214.86,,0.015991,1.34,0.004829,0.254181
"Jan 18, 2015",210.34,,0.015622,1.33,0.004739,0.258656
"Jan 17, 2015",199.26,,0.015361000000000001,1.29,0.0046170000000000004,0.24805700000000003
"Jan 16, 2015",208.1,,0.016403,1.4,0.004458,0.278449
"Jan 15, 2015",209.84,,0.016444,1.28,0.005013,0.261714
"Jan 14, 2015",178.1,,0.014233,1.16,0.004318,0.22352199999999997
"Jan 13, 2015",225.86,,0.015648,1.54,0.004053,0.309479
"Jan 12, 2015",267.8,,0.018434,1.71,0.004903,0.364316
"Jan 11, 2015",265.66,,0.018765,1.72,0.005062,0.37874800000000003
"Jan 10, 2015",274.8,,0.019233,1.65,0.00518,0.419216
"Jan 09, 2015",290.41,,0.020576,1.98,0.005622,0.43180100000000005
"Jan 08, 2015",283.35,,0.020676,2.01,0.005567,0.429175
"Jan 07, 2015",294.34,,0.020843,2.12,0.0052840000000000005,0.463607
"Jan 06, 2015",286.19,,0.020732,2.11,0.004972,0.461609
"Jan 05, 2015",274.47,,0.020316,2.08,0.004947,0.421412
"Jan 04, 2015",264.19,,0.018928,1.96,0.004416,0.417234
"Jan 03, 2015",281.08,,0.022106,2.13,0.004672,0.461172
"Jan 02, 2015",315.03,,0.024318,2.67,0.005481000000000001,0.45913699999999996
"Jan 01, 2015",314.25,,0.024390000000000002,2.7,0.005493,0.46576000000000006
"Dec 31, 2014",320.19,,0.024437999999999998,2.72,0.005516,0.43466000000000005
"Dec 30, 2014",310.74,,0.0242,2.7,0.005484,0.489046
"Dec 29, 2014",312.67,,0.024231,2.69,0.00562,0.487799
"Dec 28, 2014",317.24,,0.023763999999999997,2.73,0.0058,0.563872
"Dec 27, 2014",315.86,,0.024074,2.72,0.0060149999999999995,0.5105729999999999
"Dec 26, 2014",327.92,,0.025308,2.78,0.006213000000000001,0.4337
"Dec 25, 2014",319.01,,0.024138,2.7,0.0058,0.452427
"Dec 24, 2014",322.53,,0.023382,2.74,0.005101,0.425367
"Dec 23, 2014",334.57,,0.023878,2.88,0.0058200000000000005,0.38109299999999996
"Dec 22, 2014",331.89,,0.025562,2.89,0.005907,0.34479899999999997
"Dec 21, 2014",320.84,,0.024921000000000002,2.85,0.005871,0.343806
"Dec 20, 2014",329.96,,0.024207,2.92,0.0058130000000000005,0.339099
"Dec 19, 2014",317.84,,0.023338,2.87,0.00613,0.319859
"Dec 18, 2014",311.4,,0.027939999999999996,2.81,0.006146,0.31638299999999997
"Dec 17, 2014",319.78,,0.026064999999999998,2.94,0.004104,0.338319
"Dec 16, 2014",327.06,,0.021539,3.02,0.00325,0.337857
"Dec 15, 2014",345.35,,0.018241999999999998,3.45,0.002574,0.382897
"Dec 14, 2014",351.63,,0.017127,3.48,0.002475,0.383506
"Dec 13, 2014",347.38,,0.016992,3.48,0.002553,0.375961
"Dec 12, 2014",352.54,,0.016374,3.49,0.002525,0.375733
"Dec 11, 2014",350.51,,0.016374,3.48,0.002585,0.398488
"Dec 10, 2014",346.37,,0.015908000000000002,3.5,0.002435,0.38965900000000003
"Dec 09, 2014",352.22,,0.015068000000000002,3.52,0.0022489999999999997,0.389608
"Dec 08, 2014",361.91,,0.013421,3.65,0.002339,0.44834399999999996
"Dec 07, 2014",375.1,,0.014794,3.71,0.002329,0.47055600000000003
"Dec 06, 2014",374.79,,0.014406,3.61,0.002407,0.44370299999999996
"Dec 05, 2014",376.85,,0.013784999999999999,3.62,0.002356,0.428893
"Dec 04, 2014",369.6,,0.013343,3.59,0.002375,0.45646800000000004
"Dec 03, 2014",375.01,,0.013130000000000001,3.61,0.002373,0.507566
"Dec 02, 2014",381.31,,0.013158000000000001,3.63,0.002409,0.527409
"Dec 01, 2014",379.25,,0.012559,3.58,0.002541,0.4745
"Nov 30, 2014",378.05,,0.011211,3.58,0.00221,0.5675520000000001
"Nov 29, 2014",375.49,,0.013982,3.59,0.0025210000000000002,0.565711
"Nov 28, 2014",376.45,,0.015165000000000001,3.6,0.002861,0.564761
"Nov 27, 2014",369.67,,0.014205,3.56,0.003426,0.5575399999999999
"Nov 26, 2014",368.37,,0.011004,3.56,0.00213,0.5627409999999999
"Nov 25, 2014",375.35,,0.00974,3.57,0.001898,0.595471
"Nov 24, 2014",376.9,,0.008562,3.63,0.001957,0.53174
"Nov 23, 2014",367.57,,0.008598999999999999,3.59,0.002165,0.5268970000000001
"Nov 22, 2014",352.92,,0.007663,3.52,0.001809,0.534829
"Nov 21, 2014",350.85,,0.006589,3.5,0.0015630000000000002,0.53249
"Nov 20, 2014",357.84,,0.006058,3.61,0.0015890000000000001,0.525171
"Nov 19, 2014",380.56,,0.005696,3.81,0.0015480000000000001,0.559003
"Nov 18, 2014",375.2,,0.005432,3.77,0.0013570000000000001,0.599073
"Nov 17, 2014",387.41,,0.00534,3.88,0.0016079999999999998,0.58478
"Nov 16, 2014",387.88,,0.005181,3.88,0.001637,0.6545310000000001
"Nov 15, 2014",376.13,,0.005052,3.85,0.0016239999999999998,0.641145
"Nov 14, 2014",397.82,,0.005197,3.99,0.001713,0.689225
"Nov 13, 2014",420.74,,0.005035,4.1,0.0017929999999999999,0.70453
"Nov 12, 2014",423.56,,0.005097,4.07,0.001859,0.73232
"Nov 11, 2014",367.69,,0.004899000000000001,3.68,0.0017530000000000002,0.717955
"Nov 10, 2014",366.92,,0.004901,3.7,0.0017989999999999998,0.735697
"Nov 09, 2014",363.26,,0.004926,3.63,0.001757,0.7213689999999999
"Nov 08, 2014",345.49,,0.004907,3.56,0.001734,0.643877
"Nov 07, 2014",342.42,,0.004877,3.56,0.0016879999999999998,0.616295
"Nov 06, 2014",349.29,,0.004877,3.65,0.0017640000000000002,0.595903
"Nov 05, 2014",339.49,,0.004861,3.64,0.001755,0.571982
"Nov 04, 2014",330.49,,0.004804999999999999,3.59,0.001703,0.547635
"Nov 03, 2014",327.55,,0.00481,3.58,0.001693,0.5763229999999999
"Nov 02, 2014",325.89,,0.004664,3.59,0.001584,0.579494
"Nov 01, 2014",325.75,,0.004671,3.57,0.0015480000000000001,0.585832
"Oct 31, 2014",338.32,,0.004867,3.75,0.0016809999999999998,0.607218
"Oct 30, 2014",345.31,,0.00489,3.79,0.0017350000000000002,0.614064
"Oct 29, 2014",335.59,,0.004776,3.73,0.001696,0.6330600000000001
"Oct 28, 2014",357.62,,0.004845,3.85,0.001655,0.689257
"Oct 27, 2014",352.99,,0.0048909999999999995,3.81,0.001956,0.722831
"Oct 26, 2014",354.7,,0.004548,3.73,0.001941,0.6944020000000001
"Oct 25, 2014",347.27,,0.004719,3.67,0.0018920000000000002,0.7398020000000001
"Oct 24, 2014",358.35,,0.005082,3.75,0.0019579999999999997,0.762157
"Oct 23, 2014",358.42,,0.005142,3.74,0.0019140000000000001,0.8654959999999999
"Oct 22, 2014",383.16,,0.005187,3.84,0.002034,0.946716
"Oct 21, 2014",386.48,,0.005193,3.94,0.00207,0.9577829999999999
"Oct 20, 2014",382.85,,0.005072999999999999,3.91,0.002023,0.9503940000000001
"Oct 19, 2014",389.55,,0.004949,3.99,0.002023,0.9944360000000001
"Oct 18, 2014",391.44,,0.004965,4.06,0.002059,0.96583
"Oct 17, 2014",383.76,,0.0049039999999999995,3.99,0.0020210000000000002,0.973198
"Oct 16, 2014",382.56,,0.004855,3.99,0.0020800000000000003,0.999458
"Oct 15, 2014",394.77,,0.0048270000000000006,4.06,0.0021739999999999997,0.9908110000000001
"Oct 14, 2014",400.87,,0.004872,4.08,0.002352,1.07
"Oct 13, 2014",390.41,,0.004784,3.86,0.002299,1.1
"Oct 12, 2014",378.55,,0.0048579999999999995,3.85,0.0022429999999999998,1.09
"Oct 11, 2014",362.3,,0.004753,3.77,0.002336,1.08
"Oct 10, 2014",361.56,,0.004871,3.81,0.002309,1.14
"Oct 09, 2014",365.03,,0.004824,3.9,0.002358,1.11
"Oct 08, 2014",352.94,,0.004787,3.91,0.002477,1.09
"Oct 07, 2014",336.19,,0.004765,3.86,0.002447,1.0
"Oct 06, 2014",330.08,,0.00473,3.82,0.002574,0.9797030000000001
"Oct 05, 2014",320.51,,0.004789,3.7,0.0023870000000000002,0.879503
"Oct 04, 2014",328.87,,0.004941,3.94,0.0023710000000000003,0.977628
"Oct 03, 2014",359.51,,0.005023,4.18,0.002601,1.1
"Oct 02, 2014",375.07,,0.004874,4.32,0.002773,1.19
"Oct 01, 2014",383.62,,0.004752,4.43,0.00288,1.2
"Sep 30, 2014",386.94,,0.004644,4.47,0.003211,1.22
"Sep 29, 2014",375.47,,0.004705,4.25,0.0032119999999999996,1.15
"Sep 28, 2014",377.18,,0.005282,4.23,0.0031739999999999997,1.22
"Sep 27, 2014",399.52,,0.004705,4.42,0.0032630000000000003,1.31
"Sep 26, 2014",404.43,,0.0046159999999999994,4.43,0.00305,1.39
"Sep 25, 2014",411.57,,0.004722,4.51,0.0034939999999999997,1.4
"Sep 24, 2014",423.2,,0.004668,4.67,0.00389,1.51
"Sep 23, 2014",435.79,,0.004613,4.75,0.003965,1.47
"Sep 22, 2014",402.15,,0.004657,4.24,0.004023,1.26
"Sep 21, 2014",398.82,,0.00457,4.25,0.003464,1.27
"Sep 20, 2014",408.9,,0.004772,4.29,0.0036119999999999998,1.27
"Sep 19, 2014",394.8,,0.004942,4.33,0.003872,1.45
"Sep 18, 2014",424.44,,0.005135,4.69,0.0034560000000000003,1.57
"Sep 17, 2014",457.33,,0.005399,5.06,0.003072,1.77
"Sep 16, 2014",466.06,,0.005124,5.07,0.00299,1.84
"Sep 15, 2014",475.37,,0.00505,5.18,0.002896,1.9
"Sep 14, 2014",477.89,,0.005136,5.4,0.002943,1.82
"Sep 13, 2014",479.0,,0.004706,5.45,0.003094,1.85
"Sep 12, 2014",477.75,,0.004713,5.38,0.002968,1.88
"Sep 11, 2014",479.75,,0.004749000000000001,5.45,0.002501,1.94
"Sep 10, 2014",479.36,,0.00475,5.34,0.002278,1.97
"Sep 09, 2014",475.26,,0.004719,5.07,0.0021780000000000002,1.77
"Sep 08, 2014",474.6,,0.004711,5.1,0.002257,1.87
"Sep 07, 2014",482.28,,0.004704,5.16,0.0020440000000000002,1.88
"Sep 06, 2014",484.83,,0.004795000000000001,4.98,0.002081,1.95
"Sep 05, 2014",483.34,,0.004874,4.96,0.002082,1.98
"Sep 04, 2014",489.66,,0.004804999999999999,5.18,0.00213,2.05
"Sep 03, 2014",477.59,,0.004776,4.87,0.002059,2.03
"Sep 02, 2014",477.43,,0.004640999999999999,4.82,0.001999,1.96
"Sep 01, 2014",474.88,,0.005025,4.71,0.00201,2.04
"Aug 31, 2014",477.76,,0.004887,4.86,0.002061,2.17
"Aug 30, 2014",504.25,,0.004961,5.23,0.002195,2.44
"Aug 29, 2014",508.52,,0.005017,5.36,0.002211,2.21
"Aug 28, 2014",507.81,,0.005062,5.28,0.00218,2.21
"Aug 27, 2014",511.15,,0.0050149999999999995,5.39,0.002273,2.01
"Aug 26, 2014",511.57,,0.004837,5.54,0.002315,2.01
"Aug 25, 2014",502.5,,0.004974,5.21,0.002221,2.05
"Aug 24, 2014",508.29,,0.005154,5.45,0.002232,1.95
"Aug 23, 2014",498.07,,0.005016,4.9,0.0022370000000000003,1.81
"Aug 22, 2014",514.04,,0.005095000000000001,5.25,0.002355,1.78
"Aug 21, 2014",517.24,,0.005117,5.8,0.0023899999999999998,1.82
"Aug 20, 2014",511.98,,0.005265,5.45,0.002496,1.83
"Aug 19, 2014",485.25,,0.005051,4.67,0.002224,1.65
"Aug 18, 2014",461.46,,0.004979,3.71,0.002025,1.45
"Aug 17, 2014",491.8,,0.005177,4.33,0.002337,1.46
"Aug 16, 2014",519.71,,0.005418,4.98,0.002525,1.6
"Aug 15, 2014",497.01,,0.00541,5.05,0.002403,1.59
"Aug 14, 2014",505.97,,0.005227000000000001,5.04,0.0025399999999999997,1.76
"Aug 13, 2014",546.66,,0.0049700000000000005,5.04,0.002773,1.9
"Aug 12, 2014",569.64,,0.005044,5.65,0.002659,2.0
"Aug 11, 2014",576.37,,0.005214,6.06,0.0035909999999999996,2.08
"Aug 10, 2014",591.06,,0.004975,6.95,0.004303,2.06
"Aug 09, 2014",589.37,,0.005242,6.94,0.003481,2.1
"Aug 08, 2014",592.58,,0.005462,7.06,0.002881,2.18
"Aug 07, 2014",588.87,,0.005343,7.18,0.002501,2.14
"Aug 06, 2014",584.65,,0.005256,7.18,0.002657,2.19
"Aug 05, 2014",585.44,,0.005104,7.27,0.00244,2.15
"Aug 04, 2014",588.78,,0.004947999999999999,7.41,,2.01
"Aug 03, 2014",586.67,,0.005215,7.54,,2.36
"Aug 02, 2014",589.33,,0.005294,7.63,,2.5
"Aug 01, 2014",594.92,,0.005369,7.7,,2.67
"Jul 31, 2014",586.24,,0.005189,7.54,,2.55
"Jul 30, 2014",567.29,,0.005097,7.26,,2.54
"Jul 29, 2014",584.73,,0.006065999999999999,7.65,,2.62
"Jul 28, 2014",585.69,,0.006157,7.59,,2.7
"Jul 27, 2014",593.85,,0.006021,7.75,,2.55
"Jul 26, 2014",595.81,,0.0060409999999999995,7.6,,2.62
"Jul 25, 2014",601.09,,0.006043,7.55,,2.71
"Jul 24, 2014",601.73,,0.005929,7.79,,2.36
"Jul 23, 2014",619.41,,0.006144,8.46,,2.91
"Jul 22, 2014",621.55,,0.005643,8.57,,3.2
"Jul 21, 2014",622.21,,0.005362,8.59,,3.09
"Jul 20, 2014",623.9,,0.005383,8.46,,2.63
"Jul 19, 2014",628.51,,0.005298,8.61,,2.88
"Jul 18, 2014",628.78,,0.006364,8.72,,2.62
"Jul 17, 2014",623.09,,0.006162,8.66,,2.98
"Jul 16, 2014",616.8,,0.004898,8.32,,2.71
"Jul 15, 2014",621.59,,0.004514,8.56,,2.11
"Jul 14, 2014",619.32,,0.004367,8.62,,1.97
"Jul 13, 2014",626.5,,0.004306,8.9,,1.79
"Jul 12, 2014",633.71,,0.0043170000000000005,8.62,,1.73
"Jul 11, 2014",632.0,,0.004298,7.85,,1.79
"Jul 10, 2014",616.76,,0.004074,7.79,,1.89
"Jul 09, 2014",624.51,,0.003879,7.79,,2.01
"Jul 08, 2014",624.82,,0.0033,7.73,,2.35
"Jul 07, 2014",624.09,,0.003082,7.56,,1.99
"Jul 06, 2014",635.81,,0.00281,7.11,,2.4
"Jul 05, 2014",631.46,,0.0031320000000000002,7.28,,2.47
"Jul 04, 2014",630.69,,0.003246,7.34,,2.64
"Jul 03, 2014",645.16,,0.00336,8.03,,2.64
"Jul 02, 2014",650.88,,0.0034840000000000006,8.16,,2.31
"Jul 01, 2014",640.81,,0.0036229999999999995,7.79,,2.35
"Jun 30, 2014",639.8,,0.0037799999999999995,8.95,,2.5
"Jun 29, 2014",602.72,,0.004013,8.96,,2.54
"Jun 28, 2014",596.55,,0.003922999999999999,9.19,,2.55
"Jun 27, 2014",597.26,,0.003993,9.25,,2.2
"Jun 26, 2014",581.14,,0.004051,9.09,,2.89
"Jun 25, 2014",566.34,,0.0039310000000000005,9.19,,3.39
"Jun 24, 2014",582.36,,0.0040490000000000005,9.63,,3.28
"Jun 23, 2014",593.98,,0.004085,9.72,,3.98
"Jun 22, 2014",602.27,,0.004187,9.77,,4.35
"Jun 21, 2014",594.99,,0.00415,9.83,,5.01
"Jun 20, 2014",594.15,,0.004188,9.83,,4.56
"Jun 19, 2014",598.07,,0.004229999999999999,9.99,,3.13
"Jun 18, 2014",607.96,,0.004247,9.68,,2.79
"Jun 17, 2014",610.86,,0.004264,9.66,,2.82
"Jun 16, 2014",592.19,,0.004173,9.71,,3.18
"Jun 15, 2014",592.94,,0.004197,9.94,,2.69
"Jun 14, 2014",577.36,,0.004017,9.93,,2.34
"Jun 13, 2014",600.16,,0.004161,10.25,,1.92
"Jun 12, 2014",586.95,,0.0040479999999999995,10.17,,1.74
"Jun 11, 2014",633.02,,0.0044210000000000005,10.94,,1.62
"Jun 10, 2014",653.15,,0.004547,11.11,,1.73
"Jun 09, 2014",649.16,,0.004225,11.18,,1.52
"Jun 08, 2014",656.14,,0.003974,11.27,,1.34
"Jun 07, 2014",654.97,,0.003961,11.11,,1.36
"Jun 06, 2014",653.7,,0.003915999999999999,11.2,,1.24
"Jun 05, 2014",659.26,,0.003841,11.29,,1.81
"Jun 04, 2014",641.61,,0.003952000000000001,11.06,,1.93
"Jun 03, 2014",667.61,,0.004385,11.48,,1.73
"Jun 02, 2014",660.62,,0.004339,11.36,,1.74
"Jun 01, 2014",630.23,,0.004092,11.14,,1.94
"May 31, 2014",623.68,,0.004146,10.93,,1.57
"May 30, 2014",615.33,,0.004232,11.25,,1.68
"May 29, 2014",568.18,,0.004790999999999999,10.78,,2.27
"May 28, 2014",577.06,,0.005005,11.03,,2.21
"May 27, 2014",571.24,,0.0046429999999999996,11.15,,3.02
"May 26, 2014",583.42,,0.0037990000000000003,11.56,,3.14
"May 25, 2014",571.59,,0.003646,11.53,,3.7
"May 24, 2014",525.14,,0.004111,11.1,,2.96
"May 23, 2014",520.22,,0.003315,11.23,,2.1
"May 22, 2014",524.58,,0.003993,10.67,,1.6
"May 21, 2014",491.77,,0.006669,10.59,,
"May 20, 2014",485.72,,0.006711,10.63,,
"May 19, 2014",446.18,,0.006034,10.3,,
"May 18, 2014",446.26,,0.006004,10.36,,
"May 17, 2014",448.9,,0.006487000000000001,10.35,,
"May 16, 2014",448.06,,0.0069099999999999995,10.41,,
"May 15, 2014",447.25,,0.007098999999999999,10.45,,
"May 14, 2014",443.97,,0.007154000000000001,10.43,,
"May 13, 2014",440.67,,0.00634,10.42,,
"May 12, 2014",441.46,,0.005937,10.41,,
"May 11, 2014",438.89,,0.005754,10.36,,
"May 10, 2014",454.43,,0.005975,10.73,,
"May 09, 2014",449.46,,0.006063000000000001,10.75,,
"May 08, 2014",440.17,,0.0060799999999999995,10.45,,
"May 07, 2014",438.82,,0.006351,10.51,,
"May 06, 2014",428.96,,0.005973,10.33,,
"May 05, 2014",433.48,,0.005214,10.18,,
"May 04, 2014",436.4,,0.005024,10.32,,
"May 03, 2014",437.76,,0.005024,10.31,,
"May 02, 2014",449.38,,0.005315,10.5,,
"May 01, 2014",457.76,,0.005413,11.1,,
"Apr 30, 2014",447.64,,0.005364,10.9,,
"Apr 29, 2014",447.21,,0.005362,10.4,,
"Apr 28, 2014",440.29,,0.005139,10.13,,
"Apr 27, 2014",436.39,,0.0048590000000000005,9.92,,
"Apr 26, 2014",458.6,,0.0053939999999999995,10.57,,
"Apr 25, 2014",461.45,,0.005490999999999999,10.79,,
"Apr 24, 2014",500.46,,0.006069,12.55,,
"Apr 23, 2014",491.3,,0.00611,12.13,,
"Apr 22, 2014",487.92,,0.006059,12.07,,
"Apr 21, 2014",495.77,,0.006142,12.5,,
"Apr 20, 2014",498.17,,0.006214,12.62,,
"Apr 19, 2014",501.56,,0.0064730000000000005,12.82,,
"Apr 18, 2014",479.64,,0.00621,12.06,,
"Apr 17, 2014",495.96,,0.006339,12.52,,
"Apr 16, 2014",527.39,,0.007023000000000001,13.37,,
"Apr 15, 2014",515.59,,0.007719,13.25,,
"Apr 14, 2014",458.79,,0.006518,11.52,,
"Apr 13, 2014",414.06,,0.005987,10.31,,
"Apr 12, 2014",421.12,,0.006257,10.66,,
"Apr 11, 2014",420.95,,0.006581999999999999,10.95,,
"Apr 10, 2014",365.18,,0.006318,8.46,,
"Apr 09, 2014",442.73,,0.007866,11.19,,
"Apr 08, 2014",453.09,,0.008013,11.36,,
"Apr 07, 2014",449.42,,0.008034999999999999,11.26,,
"Apr 06, 2014",460.5,,0.008246999999999999,11.64,,
"Apr 05, 2014",461.91,,0.008324,11.2,,
"Apr 04, 2014",447.53,,0.008094,11.02,,
"Apr 03, 2014",444.72,,0.007944,11.05,,
"Apr 02, 2014",437.14,,0.007922,11.29,,
"Apr 01, 2014",478.38,,0.008757,13.13,,
"Mar 31, 2014",457.0,,0.008785,12.75,,
"Mar 30, 2014",460.27,,0.009653,13.14,,
"Mar 29, 2014",491.17,,0.010338,13.45,,
"Mar 28, 2014",495.67,,0.010551000000000001,13.74,,
"Mar 27, 2014",471.24,,0.010226,12.48,,
"Mar 26, 2014",580.83,,0.012594,16.27,,
"Mar 25, 2014",583.92,,0.012830000000000001,16.3,,
"Mar 24, 2014",583.41,,0.012871,16.19,,
"Mar 23, 2014",561.27,,0.012651,15.36,,
"Mar 22, 2014",565.04,,0.012953999999999999,15.71,,
"Mar 21, 2014",571.49,,0.01325,15.7,,
"Mar 20, 2014",588.77,,0.013637999999999999,16.47,,
"Mar 19, 2014",609.89,,0.013963,17.24,,
"Mar 18, 2014",614.83,,0.01405,19.42,,
"Mar 17, 2014",622.37,,0.014112000000000001,17.31,,
"Mar 16, 2014",631.11,,0.014306000000000001,17.35,,
"Mar 15, 2014",636.12,,0.014344999999999998,16.9,,
"Mar 14, 2014",628.8,,0.014197999999999999,16.59,,
"Mar 13, 2014",638.14,,0.014333000000000002,17.02,,
"Mar 12, 2014",632.1,,0.014353,17.18,,
"Mar 11, 2014",634.11,,0.014279,16.14,,
"Mar 10, 2014",627.79,,0.014745,16.01,,
"Mar 09, 2014",636.96,,0.014745,16.0,,
"Mar 08, 2014",617.45,,0.014403999999999998,15.41,,
"Mar 07, 2014",629.15,,0.015009,15.85,,
"Mar 06, 2014",663.86,,0.015921,16.46,,
"Mar 05, 2014",665.51,,0.016008,16.34,,
"Mar 04, 2014",666.78,,0.016135,17.07,,
"Mar 03, 2014",667.76,,0.015596,14.27,,
"Mar 02, 2014",559.79,,0.013543000000000001,12.74,,
"Mar 01, 2014",565.61,,0.013799,13.65,,
"Feb 28, 2014",549.26,,0.013666,13.23,,
"Feb 27, 2014",578.77,,0.014153,14.29,,
"Feb 26, 2014",582.69,,0.014093000000000001,14.23,,
"Feb 25, 2014",538.71,,0.01299,13.82,,
"Feb 24, 2014",546.32,,0.013590000000000001,14.55,,
"Feb 23, 2014",605.82,,0.015412,15.49,,
"Feb 22, 2014",605.42,,0.015681999999999998,14.94,,
"Feb 21, 2014",574.16,,0.015069999999999998,13.89,,
"Feb 20, 2014",556.14,,0.014251,13.98,,
"Feb 19, 2014",623.03,,0.015237,15.73,,
"Feb 18, 2014",626.6,,0.015286000000000001,15.62,,
"Feb 17, 2014",626.27,,0.015293000000000001,15.49,,
"Feb 16, 2014",616.63,,0.015338,15.2,,
"Feb 15, 2014",650.92,,0.016083,16.17,,
"Feb 14, 2014",661.99,,0.016367,16.41,,
"Feb 13, 2014",605.24,,0.016079,15.29,,
"Feb 12, 2014",651.72,,0.017174000000000002,16.95,,
"Feb 11, 2014",672.17,,0.017681,17.46,,
"Feb 10, 2014",681.03,,0.016677,17.73,,
"Feb 09, 2014",682.9,,0.01739,18.22,,
"Feb 08, 2014",673.92,,0.017487,18.08,,
"Feb 07, 2014",712.4,,0.018377,18.54,,
"Feb 06, 2014",781.55,,0.019752000000000002,19.91,,
"Feb 05, 2014",811.91,,0.020357,20.78,,
"Feb 04, 2014",827.96,,0.020997,21.46,,
"Feb 03, 2014",823.83,,0.021402,21.91,,
"Feb 02, 2014",825.37,,0.02156,22.4,,
"Feb 01, 2014",832.58,,0.020697999999999998,22.47,,
"Jan 31, 2014",829.92,,0.020503999999999998,22.13,,
"Jan 30, 2014",819.03,,0.020337,21.69,,
"Jan 29, 2014",826.0,,0.020337,21.92,,
"Jan 28, 2014",812.51,,0.020605000000000002,21.55,,
"Jan 27, 2014",771.39,,0.018966999999999998,20.02,,
"Jan 26, 2014",885.28,,0.020128999999999998,24.12,,
"Jan 25, 2014",853.61,,0.019141,23.08,,
"Jan 24, 2014",797.07,,0.018126,20.72,,
"Jan 23, 2014",822.04,,0.018534000000000002,22.38,,
"Jan 22, 2014",845.59,,0.019389,23.65,,
"Jan 21, 2014",863.91,,0.019927,24.73,,
"Jan 20, 2014",870.2,,0.019856,25.2,,
"Jan 19, 2014",870.96,,0.020875,25.44,,
"Jan 18, 2014",840.0,,0.021278000000000002,24.55,,
"Jan 17, 2014",814.64,,0.02053,23.71,,
"Jan 16, 2014",835.63,,0.021024,24.46,,
"Jan 15, 2014",860.9,,0.022221,25.22,,
"Jan 14, 2014",833.27,,0.021186,24.1,,
"Jan 13, 2014",841.2,,0.021664,24.27,,
"Jan 12, 2014",863.22,,0.022044,25.09,,
"Jan 11, 2014",913.95,,0.024019,26.79,,
"Jan 10, 2014",868.48,,0.022837,24.93,,
"Jan 09, 2014",846.86,,0.022368,24.43,,
"Jan 08, 2014",842.72,,0.023227,24.39,,
"Jan 07, 2014",802.0,,0.022986000000000003,23.25,,
"Jan 06, 2014",953.29,,0.0257,29.22,,
"Jan 05, 2014",933.53,,0.025228999999999998,26.83,,
"Jan 04, 2014",859.51,,0.028129,25.11,,
"Jan 03, 2014",818.72,,0.027627,24.82,,
"Jan 02, 2014",802.39,,0.028725999999999998,25.76,,
"Jan 01, 2014",771.4,,0.026944,24.62,,
"Dec 31, 2013",754.01,,0.02733,24.35,,
"Dec 30, 2013",756.13,,0.027460000000000002,24.38,,
"Dec 29, 2013",745.05,,0.027218,24.07,,
"Dec 28, 2013",727.83,,0.027302999999999997,22.56,,
"Dec 27, 2013",735.07,,0.027076,23.27,,
"Dec 26, 2013",761.98,,0.024385,24.76,,
"Dec 25, 2013",682.21,,0.022042,21.15,,
"Dec 24, 2013",665.58,,0.022575,17.64,,
"Dec 23, 2013",673.41,,0.023702,17.89,,
"Dec 22, 2013",617.18,,0.021716,16.86,,
"Dec 21, 2013",605.66,,0.021684000000000002,16.73,,
"Dec 20, 2013",625.32,,0.020850999999999998,17.57,,
"Dec 19, 2013",691.96,,0.021072999999999998,19.91,,
"Dec 18, 2013",522.7,,0.015852,13.39,,
"Dec 17, 2013",682.12,,0.018313,21.97,,
"Dec 16, 2013",705.97,,0.021565,24.64,,
"Dec 15, 2013",876.12,,0.029137,31.28,,
"Dec 14, 2013",872.6,,0.031939999999999996,30.38,,
"Dec 13, 2013",892.58,,0.035144999999999996,31.2,,
"Dec 12, 2013",873.26,,0.03465,31.59,,
"Dec 11, 2013",878.48,,0.037937,30.98,,
"Dec 10, 2013",988.51,,0.043784,36.29,,
"Dec 09, 2013",893.19,,0.03893,31.57,,
"Dec 08, 2013",795.87,,0.036456,27.27,,
"Dec 07, 2013",698.23,,0.033066000000000005,23.29,,
"Dec 06, 2013",829.45,,0.042211,29.84,,
"Dec 05, 2013",1045.11,,0.055153,37.75,,
